,Unnamed: 0,Grc,Arm,O,Lemma,Gram,Eng
30,1.2,ἐκ Θισβης ,՛ի Թեզբուէ [Tezbuē],თეზბეთ [tezbe-t],თეზბე,PN.Adv.Sg,Thisbe
31,1.2,ἥ ,որ ,რომელ,რომელ,PRON.Abs.Sg,which
32,1.2,ἐστιν ,է ,არს,არ-ს,be.Pres.S3.Sg,is
33,1.2,ἐκ δεξιῶν,ընդ աջմէ ,მარჯუენ-ით,მარჯუენ,N.Inst,right
34,1.2,Κυδιὼς,կողմանցն [side],"კერძოსა, ",კერძო,N.Dat.Sg,side
35,,,,რომელ,რომელ,PRON.Abs.Sg,which 
36,,,,არს,არ-ს,be.Pres.S3.Sg,is
37,1.2,τῆς Νεφθαλεὶμ,Նեփթաղիմայ ,ნეფთალემისი ,ნეფთალემ,PN.Gen.Sg,Nephtalem
38,,,,[neptalem-isi] ,,,
39,,,[Neptałim-ay],,,,
40,1.2,ἐν τῇ Γαλιλαίᾳ ,՛ի Գալիլեայ [Galilea-y],გალილიას [galilia-s],გალილია,PN.Dat.Sg,Galilea
41,1.2, ὑπερ-άνω ,՛ի վերայ ,ზემო-კერძო ,ზემო-კერძო,ADV,higher up
42,1.2,Ἀσήρ,Ասէի [Asē-i] ,ასერსა [aser-sa],ასერ,PN.Dat.Sg,Asser
43,1.3,Ἐγὼ,Ե՛ս ,მე ,მე,PRON.Nom.Sg,I
44,1.3,Τωβὶτ,Տուբիթ [T'ubit],ტობი [t'obi],ტობი,PN.Nom.Sg,Tobit
45,1.3,ὁδοῖς ,զճանապարհս ,გზათა ,გზა,N.Dat.Pl,road
46,1.3,ἀληθείας ,ճշմարտութեան ,ჭეშმარიტებისათა ,ჭეშმარიტ,N.Dat.Pl,justice
47,1.3,ἐπορευόμην ,գնացի ,ვიდოდე ,ვიდ,V.Aor.S1.Sg,go
48,1.3,καὶ ,եւ ,და ,და,CONJ,and
49,1.3,δικαιοσύνης,յարդարութեան ,სიმართლისათა ,სიმართლე,N.Dat.Pl,truth
50,1.3,πάσας,զամենայն ,ყოველთა ,ყოველ,PRON.Dat.Pl,each
51,1.3,τὰς ἡμέρας,յաւուրս ,დღეთა ,დღე,N.Dat.Pl,day
52,1.3,τῆς ζωῆς,կենաց ,ცხორებისა ,ცხორება,N.Gen.Sg,life
53,1.3,μου ,իմոց ,ჩემისათა ,ჩემ,PRON.Gen.Pl,my
54,1.3,καὶ ,եւ ,და ,და,CONJ,and
55,1.3,ἐλεημοσύνας ,ողորմութիւնս ,მოწყალებანი ,მოწყალება,N.Nom.Pl,mercy
56,,,,და,და,CONJ,and
57,,,,ქველისსაქმენი ,ქველისსაქმე,N.Nom.Pl,charity work
58,1.3,πολλὰς ,բազումս ,მრავალნი ,მრავალ,PRON.Nom.Pl,many
59,1.3,ἐποίησα ,արարի +ես [I],ვყვენ,ყავ,V.AOR.S1.Sg,make
60,1.3,τοῖς ἀδελφοῖς ,եղբարց ,ძმათა ,ძმა,N.Gen.Pl,brother
61,,,,მიმართ,მიმართ,PREP,towards
62,1.3,μου ,իմոց` ,ჩემთა ,ჩემ,PRON.Gen.Pl,my
63,1.3,καὶ ,եւ ,და ,და,CONJ,and
64,1.3,τῷ ἔθνει ,ազգին ,ნათესავთა ,ნათესავ,N.Gen.Pl,relative
65,1.3,μου,իմում ,ჩემთა,ჩემ,PRON.Gen.Pl,my
66,,τοῖς,որ ,რომელნი,რომელ,PRON.Nom.Pl,which
67,1.3,συμ-πορευθεῖσιν ,ընդ ,თანა-მი-ვიდოდეს,თავა-ვიდ,PV-V.AOR.1S.Sg,go with
68,1.3,μετ᾽ ἐμοῦ ,իսն ,მე  ,მე,PRON.Dat.Sg,I
69,,,,მი-რაჲ-ვიდოდით,ვიდ,PV-CONJ-V.AOR.S1.Pl,when-go
70,,,,,,,
71,,,,ჩუენ,ჩუენ,PRON.Nom.Pl,we
72,1.3,εἰς χώραν ,էինյերկրին ,სოფლად ,სოფელ,N.Adv.Sg,village
73,1.3,Ἀσσυρίων ,Ասորեստանեայց ,ასურასტანელთა [asur-ast'anelta] ,ასურასტან,PN.Gen.Pl,Assyria
74,,,,,,,
75,,,[Asorest'an-eayc],,,,
76,1.3,εἰς Νινευή,՛ի Նինուէ ,ნინევედ [nineve-d],ნინევე,PN.ADV.Sg,Ninive
77,,,,,,,
78,,,[Ninuē],,,,
79,1.4,καὶ ,Եւ  ,და ,და,CONJ,and
80,1.4,ὅτε ,յորժամ  ,ოდეს,ოდეს,CONJ,when
81,1.4,ἤμην ,էի +ես  [I],ვიყავ ,ყავ,V.AOR.1S.Sg,be
82,1.4,ἐν τῇ χώρᾳ ,՛ի գաւառին  ,სოფელსა,სოფელ,N.Dat.Sg,village
83,1.4,μου ,իմում ,ჩემსა ,ჩემ,PRON.Dat.Sg,my
84,1.4,ἐν τῇ γῇ ,յերկիրն  ,ქუეყანასა ,ქუეყანა,N.Dat.Sg,country
85,1.4,Ἰσραήλ,Իսրայէլի [Israyēl-i],ისრაელისასა [israel-isasa],ისრაელ,PN.Gen.,Israel
86,1.4,νεωτέρου ,"մանուկն + էի, [(I) was]",სიჭაბუკესა,სიჭაბუკე,N.Dat.Sg,youth
87,1.4,μου,×,ჩემსა,ჩემ,PRON.Dat.Sg,my
88,1.4,πᾶσα,ամենայն  ,ყოველი ,ყოველ,PRON.Nom.Sg,each
89,1.4,φυλὴ ,ազգն  ,ტომი ,ტომ,N.Nom.Sg,tribe
90,1.4,τοῦ Νεφθαλεὶμ,Նեփթաղիմայ  ,ნეფთალემისი [neptalem-isi],ნეფთალემ,PN.Gen.Sg,Nephtalem
91,,,,,,,
92,,,[Neptałim-ay],,,,
93,1.4,τοῦ πατρός ,հօրն  ,მამისა ,მამა,N.Gen.Sg,father
94,1.4,μου ,իմոյ ,ჩემისაჲ ,ჩემ,PRON.Gen.Sg,my
95,1.4,ἀπ-έστη ,մերժեցա՛ն  +՛ի բա՛ց եղեն [they went],გან-დგა ,გან-დეგ,PV-V.AOR.S3.Sg,deny
96,1.4,ἀπὸ τοῦ οἴκου , ՛ի տաճարէն ,სახლისა-გან ,სახლ,N.Gen.Sg-of,house
97,1.4,Δαυὶδ,×,დავითისა [davit-isa],დავით,PN-Gen.Sg,David
98,1.4,ἀπὸ Ἰερουσαλὴμ,Երուսաղեմէ,იერუსალემით [ierusalem-it],იერუსალემ,PN-Instr,Jerusalem
99,,,,,,,
100,,,[Erusałem-ē]   ,,,,
101,,,,რომელი ,რომელ,PRON.Nom.Sg,whic
102,,,,,,,
103,1.4,τῆς ἐκ-λεγείσης ,զոր ,გამო-რჩეულ ,გამორჩეულ,N.Abs.Sg,chosen
104,,,,,,,
105,,,ընտրեալն էր [which was chosen],,,,
106,,,,იყო,ყოფა,V.Aor.S3.Sg,was
107,1.4,ἀπὸ πασῶν ,յամենայն,ყოვლისა-გან ,ყოველ,PRON.Gen.Sg-of,each
108,1.4,τῶν φυλῶν ,ազգացն ,ტომისა ,ტომ,N.Gen.Sg,tribe
109,1.4,Ἰσραὴλ,Իսրայէլի ,ისრაელისა [israel-isa],ისრაელ,PN.Gen.Sg,Israel
110,,,,,,,
111,,,[Israyēl-i],,,,
112,1.4,εἰς τὸ θυσιάζειν ,զոհե՛լ ,მსხუერპლისშეწირვად ,მსხუერპლისშეწირვა,N.Adv.Sg,sacrifice
113,1.4,πάσας ,յամենայն ,ყოვლისა ,ყოველ,PRON.Gen.Sg,each
114,1.4,τὰς φυλάς ,տոհմս ,ტომისა,ტომ,N.Gen.Sg,tribe
115,1.4,καὶ ,եւ  ,და ,და,CONJ,and
116,1.4,ἡγιάσθη ,սրբեցաւ  ,გან-წმიდა ,გან-წმედ,PV-V.S3.Sg,cleanse
117,1.4,ὁ ναὸς ,տաճարն  ,ტაძარი იგი ,ტაძარ,N.Nom.Sg,temple
118,1.4,τῆς κατασκηνώσεως ,բնակութեան ,სამკჳდრებელისა,სამკჳდრებელ,N.Gen.Sg,inheritance
119,1.4,τοῦ ὑψίστου ,Բարձրելոյն ,მაღლისაჲ ,მაღალ,N.Gen.Sg,exalted
120,1.4,καὶ ,եւ  ,და,და,CONJ,and
121,1.4,ᾠκοδομήθη ,շինեցաւ  ,აღ-აშენა,აღ-შენ,PV-V.AOR.S3.Sg,build
122,1.4,εἰς πάσας ,յամենայն  ,ყოველთა ,ყოველ,PRON.Gen.Pl,each
123,,,,მიმართ,მიმართ,PREP,towards
124,1.4,τὰς γενεὰς ,աւուրս,ნათესავთა-თჳს,ნათესავ-თჳს,N.Gen.PL-for,relative
125,1.4,τοῦ αἰῶνος,յաւիտենից,საუკუნეთაჲსა,საუკუნე,N.Pl.Gen,century
126,1.5,καὶ ,Եւ  ,რამეთუ ,რამეთუ,CONJ,since
127,1.5,πᾶσαι ,ամենայն  ,ყოველნი ,ყოველ,PRON.Nom.Pl,each
128,1.5,αἱ φυλαὶ ,ազգքն  ,ტომნი,ტომ,N.Nom.Pl,tribe
129,1.5,αἱ ,որք ,რომელნი ,რომელ,PRON.Nom.PL,which
130,1.5,συν-απο-στᾶσαι,ապստամբք էին`  ,თანა-გან-დგეს,თანა-გან-დეგ,PV-PV-V.AOR.S3.Pl,with-rebel
131,1.5,καὶ  ,եւ  ,და,და,CONJ,and
132,1.5,ὁ οἶκος ,տունն  ,სახლი ,სახლ,N.Nom.Sg,house
133,1.5,Νεφθαλεὶμ,Նեփթաղիմայ  [Neptałim-ay],ნეფთალემისი [neptalem-isi] ,ნეფთალემ,PN.Gen.Sg,Nephtalem
134,1.5,τοῦ πατρός ,հօրնիմոյ,მამისა ,მამა,N.Gen.Sg,father
135,1.5,μου,×,ჩემისაჲ,ჩემ,PRON.Gen.Nom,my
136,1.5,ἐθυσίαζον,×,უზორვიდეს,ზორვ,V.Aor.S3.Sg,sacrifice
137,1.5, ἐν Δάν,×,დანს [dan-s] ,დან,PN.Dat.Sg,Dan
138,1.5,,,შინა,შინა,ADV,in
139,1.5,τῷ μόσχῳ,×,ჴბოსა მას ,ჴბო,N.Dat.Sg,calf
140,,,,ოქროჲსასა ,ოქრო,N.Gen.Sg,gold
141,1.5,ὃν,×,რომელი,რომელ,PRON.Nom.Sg,which
142,1.5,ἐποίησεν,×,ქმნა ,ქმენ,V.S3.Sg,make
143,1.5,Ἰεροβεὰμ,×,იორობუამ [iorobuam],იორობუამ,PN.Erg.Sg,Ioroboam
144,1.5,ὁ βασιλεὺς,×,მეფემან,მეფე,N.Erg.Sg,king
145,1.5,Ἰσραὴλ,×,ისრაელისამან [israel-isaman],ისრაელ,PN.Gen.Erg.Sg,Israel
146,1.5,,,და,და,CONJ,and
147,1.5,,,მაღალთა,მაღალთა,N.Gen.Pl,high
148,1.5,ἐπὶ,,ზედა,ზედა,ADV,over
149,1.5,πάντων,×,ყოველთა ,ყოველ,PRON.Dat.Pl,each
150,,,,,,,
151,1.5, ὀρέων,×,მთათა,მთა,N.Dat.Pl,mountain
152,1.5,τῆς Γαλιλαίας,×,გალილიაჲსათა [galilia-jsata],გალილია,PN.Gen.Dat.Pl,Galilea
153,,,,,,,
154,,,,,,,
155,,,,,,,
156,,,,,,,
157,,,,,,,
158,,,,,,,
159,,,,,,,
160,,,,,,,
161,,,,,,,
162,,,,,,,
163,,,,,,,
164,,,,,,,
165,,,,,,,
166,,,,,,,
167,,,,,,,
168,,,,,,,
169,,,,,,,
170,,,,,,,
171,,,,,,,
172,,,,,,,
173,,,,,,,
174,,,,,,,
175,,,,,,,
176,,,,,,,
177,,,,,,,
178,,,,,,,
179,1.6,καὶ ,Եւ ,ხოლო,ხოლო,CONJ,and (contrasting)
180,,ἐγὼ,ես ,მე,მე,PRON.Nom.Sg,I
181,1.6,μόνος ,միայն ,მარტოჲ ,მარტო,ADJ.Nom.Sg,only
182,1.6,ἐπορευόμην ,երթայի ,მივიდი ,ვიდ,V.Aor.S1.Sg,go
183,1.6,πλεονάκις,բազումանգամ ,მრავალგზის ,მრავალგზის,ADV,many times
184,1.6,εἰς Ἱεροσόλυμα,յԵրուսաղէմ [y-Erusałēm],იერუსალემად [ierusalem-ad] ,იერუსალემ,PN.Adv,Jerusalem
185,1.6,ἐν ταῖς ἑορταῖς ,"՛ի տօնստարեկանաց, ",დღესასწაულთა,დღესასწაულ,N.Dat.Pl,feast
186,1.6,καθὼς ,որպէս + եւ [and],ვითარცა ,ვითარცა,CONJ,as
187,,,,წერილ,წერილ,N.Abs.Sg,written
188,1.6,γέγραπται ,գրեալ ,არს ,არს,V.Pres.S3.Sg,is
189,1.6,ἐν παντὶ,էամենայն ,ყოვლისა-თჳს ,ყოველ-თჳს,PRON.Gen-PP,all
190,1.6,τῷ Ἰσραὴλ,Իսրայէլի [Israyēl-i],ისრაელისა [israel-isa],ისრაელ,PN.Gen.Sg,Israel
191,1.6,ἐν προστάγματι ,հրամանա՛ւ,ბრძანებითა ,ბრძანება,N.Inst.Sg,order
192,1.6,αἰωνίῳ ,յաւիտենից ,საუკუნეთა,საუკუნე,N.Gen.Pl,century
193,1.6,τὰ πρωτογενήματα,×,პირველთა-ნაყოფთასა,პირველნაყოფ,N.Gen.Pl,first fruit
194,1.6,καὶ, եւ,და ,და,CONJ,and
195,1.6,τὰς δεκάτας ,զտասանորդս,ათეულთა ,ათეულ,N.Dat.Pl,tenth
196,1.6,τῶν γενημάτων ,"զարդեանց, ",ნაყოფისათა,ნაყოფ,N.Gen.Pl,fruit
197,1.6,καὶ ,եւ ,და ,და,CONJ,and
198,1.6,τὰς πρωτοκουρίας ,×,პირველ-ნარისუავი ,პირველნარისუავ,N.Nom.Sg,first cut
199,1.6,τῶν προβάτων,զպատարագսն,ცხოვართაჲ ,ცხოვარ,N.Gen.Pl,sheep
200,1.6,ἔχων, զորունէին.,მივიღე,ღ,V.Aor.S1.Sg,get
201,1.7,καὶ ,եւ ,და ,და,CONJ,and
202,,,,,,,
203,1.7,ἐδίδουν,տայի ,მივსცი ,ც,V.Aor.S1.Sg,give
204,1.7,αὐτὰς ,զայն ,იგი,იგი,PRON.Nom.Sg,it
205,1.7,τοῖς ἱερεῦσιν ,քահանայիցն,მღდელთა ,მღდელ,N.Dat.Pl,priest
206,1.7,τοῖς υἱοῖς ,որդւոցն ,ძეთა,ძე,N.Dat.Pl,son
207,1.7,Ἀαρὼν,Ահարոնի  [Aharon-i],ჰარონისთა [haron-ista],ჰარონ,PN.Gen.Pl,Haron
208,1.7,πρὸς τὸ θυσιαστήριον ,առաջի սեղանոյն,საკურთხეველსა ,საკურთხეველ,N.Dat.Sg,alter
209,,,,,,,
210,,,,,,,
211,1.7,καὶ,×,და ,და,CONJ,and
212,1.7,πάντων ,յամենայն ,ყოველთა ,ყოველ,PRON.Dat.Pl,each
213,1.7,τῶν γενημάτων,արդեանցն + Եւ [and],ნაყოფთა ,ნაყოფ,N.Dat.Pl,fruit
214,1.7,τὴν δεκάτην,զտասանորդսն ,ათეულსა ,ათეულ,N.Dat.Sg,tithe
215,1.7,ἐδίδουν,տայի ,მი-ვსცემდ ,ც,PV-V.Aor.S1.Sg,give
216,1.7,τοῖς υἱοῖς,որդւոցն ,ძეთა ,ძე,N.Dat.Pl,son
217,1.7,Λευὶ,Ղեւեայ [Leve-ay],ლევისთა [levi-sta],ლევ,PN.Gen.Pl,Lev
218,,τοῖς ,որք,რომელნი,რომელ,PRON.Nom.Pl,which
219,,,,,,,
220,1.7,θεραπεύουσιν, պաշտօնեայքն էին ,ჰმსახურებდეს ,მსახურ,V.Aor.S3.Pl,serve
221,1.7,εἰς Ἰερουσαλήμ,յԵրուսաղեմի,იერუსალემს [ierusalem-s] ,იერუსალემ,PN.Dat.Sg,Jerusalem
222,,,,,,,
223,,,[y-Erusałem-i],,,,
224,1.7,καὶ,Եւ ,და ,და,CONJ,and
225,1.7,τὴν δευτέραν ,զերկրորդ ,მეორე ,მეორე,NUM.Nom.Sg,second
226,1.7,δεκάτην ,տասանորդսն,ათეული ,ათეულ,NUM.Nom.Sg,tithe
227,1.7,ἀπεπρατιζόμην , վաճառէի pr ժողովէի եւ [collect and],ვჰყიდი,ყიდ,V.Aor.S1.Sg,sell
228,1.7,καὶ ,եւ,და,და,CONJ,and
229,1.7,ἐπορευόμην , երթայի ,მივიდი,ვიდ,V.Aor.S1.Sg,go
230,1.7,ἐδαπάνων ,ծախէի ,შე-ვამსახური,მსახურ,PV-V.Aor.S1.Sg,serve
231,1.7,ἐν Ἱεροσολύμοις,յԵրուսաղէմ  [y-Erusałēm],იერუსალემს [ierusalem-s] ,იერუსალემ,PN.Dat.Sg,Jerusalem
232,1.7,καθ᾽ ἕκαστον ,ըստամենայն ,თითოეულსა ,თითოეულ,PRON.Dat.Sg,each
233,1.7,ἐνιαυτόν, տարեկանի,წელიწადსა,წელიწად,N.Dat.Sg,year
234,1.8,καὶ ,Եւ ,ხოლო ,ხოლო,CONJ,and
235,1.8,τὴν τρίτην ,զերրորդն ,მესამე ,მესამე,NUM.Nom.Sg,third
236,,,,ათეული,ათეულ,NUM.Nom.Sg,tithe
237,1.8,ἐδίδουν,տայի՛ ,მი-ვსცი ,ც,PV-V.Aor.S1.Sg,give
238,1.8,οἷς,որոց ,ვიეთა-იგი,ვიეთა-იგი,CONJ,as
239,1.8,καθήκει,արժա՛ն էր  ,ჯერ-არნ,ჯერ-არ-ნ,V.Aor.S3.Pl,worthy-are
240,1.8,καθὼς,որպէս  ,ვითარცა-იგი,ვითარცა-იგი,CONJ,as
241,1.8,ἐνετείλατο,պատուիրեաց  ,მამცნო ,ცნ,V.Aor.O1.S3.Sg,inform
242,,,,მე,მე,PRON.Dat.Sg,I
243,1.8,Δεββώρα,Դերուրա  [Debura],დებორა [debora] ,დებორა,PN.Erg.Sg,Deborah
244,1.8,τοῦ πατρός ,հօրն,მამის ,მამა,N.Gen.Sg,father
245,1.8,ἡ μήτηρ ,մայր  ,დედამან ,დედა,N.Erg.Sg,mother
246,1.8,μου,իմոյ ,ჩემმან ,ჩემ,PRON.Erg.Sg,my
247,1.8,διότι ,զի  ,რამეთუ ,რამეთუ,CONJ,since
248,1.8,ὀρφανὸς,ո՛րբ  ,ობოლი ,ობოლ,N.Nom.Sg,orphan
249,1.8,κατελείφθην,մնացեալ էի + ես [I]  ,და-ვშთი ,შთ,PV-V.Aor.S1.Sg,leave
250,1.8,ὑπὸ τοῦ πατρός ,՛ի հօրէն,მამისა-გან ,მამა,N.Gen.Sg-of,father
251,1.8,μου,իմմէ,ჩემისა ,ჩემ,PRON.Gen.Sg,my
252,1.9,καὶ ,Եւ  ,და ,და,CONJ,and
253,1.9,ἐγενόμην,եղէ՛  ,ვიქმენ ,ქმენ,V.Aor.S1.Sg,become
254,1.9,ἀνήρ ,այր`  ,მამაკაც,მამაკაც,N.Abs.Sg,man
255,1.9,καὶ ,Եւ  ,და ,და,CONJ,and
256,1.9,ἔλαβον ,առի +ես ինձ  [I my],მო-ვიყვანე ,ყვან,PV-V.Aor.S1.O3.Sg,bring
257,1.9,Ανναν ,×,ანნა [anna],ანნა,PN.Nom.Sg,Anna
258,1.9,γυναῖκα ,կին  ,ცოლად ,ცოლ,N.Adv.Sg,wife
259,1.9,ἐκ τοῦ σπέρματος ,՛իզաւակէ  ,ნათესავი ,ნათესავ,N.Nom.Sg,relative
260,1.9,τῆς πατριᾶς ,հայրենի  ,მამისა ,მამა,N.Gen.Sg,father
261,1.9,ἡμῶν ,իմոյ,ჩემისაჲ,ჩემ,PRON.Gen.Sg,my
262,1.9,καὶ ,եւ  ,და ,და,CONJ,and
263,1.9,ἐγέννησα ,ծնայ +ես  [I],მესუა ,სუ,V.Aor.O1.S3.Sg,be born
264,1.9,ἐξ αὐτῆς ,՛ի նմանէ,მის-გან ,მის,PRON.Gen.Sg,her-from
265,1.9,Τωβιαν,զՏուբի ,ტობია [t'obia],ტობია,PN.Nom.Sg,Tobia
266,,,[z-T'ubi],,,,
267,1.1,καὶ ,Եւ ,და ,და,CONJ,and
268,1.1,ὅτε ,յորժամ ,რაჟამს ,რაჟამს,ADV,when
269,1.1,ᾐχμαλωτίσθην ,գերի՛ վարեցայ ,წარ-ვიტყუენე,ტყუ,V.Aor.S1.Sg,captivate
270,1.1,εἰς Νινευή,՛ի Նինուէ [Ninuē],ნინევად [ninev-ad],ნინევ,PN.Adv.Sg,Ninev
271,1.1,πάντες ,ամենայն ,ყოველნი ,ყოველ,PRON.Nom.Sg,each
272,1.1,οἱ ἀδελφοί ,եղբարք ,ძმანი ,ძმა,N.Nom.Pl,brother
273,1.1,μου ,իմ ,ჩემნი ,ჩემ,PRON.Nom.Pl,my
274,1.1,καὶ ,եւ ,და ,და,CONJ,and
275,1.1,οἱ ἐκ τοῦ γένους ,ա՛զգ ,ნათესავისა ,ნათესავ,N.Gen.Sg,relative
276,1.1,μου,իմ ,ჩემისა-გან-ნი ,ჩემ,PRON.Gen-of-Nom.Pl,my
277,1.1,ἤσθιον ,ուտէին ,ჭამდეს ,ჭამ,V.Aor.S3.Pl,eat
278,1.1,ἐκ τῶν ἄρτων ,՛իհացէ +անտի [there],პურსა ,პურ,N.Dat.Sg,bread
279,1.1,τῶν ἐθνῶν,հեթանոսացն,წარმართთასა,წარმართ,N.Gen.Pl,pagan
280,1.11,δὲ,1եւ,1ხოლო,ხოლო,CONJ,and
281,1.11,ἐγὼ, 2ես  ,2მე,მე,PRON.Nom.Sg,I
282,,,,,,,
283,1.11,συνετήρησα,պահեցի՛  ,და-ვიცევ,ც,PV-V.Aor.S1.Sg,"keep, protect"
284,1.11,τὴν ψυχήν,զանձն  ,თავი,თავ,N.Nom.Sg,head
285,1.11,μου,իմ,ჩემი,ჩემ,PRON.Nom.Sg,my
286,1.11,φαγεῖν,կերայց,ჭამისა-გან ,ჭამ-გან,N.Gen.Sg-from,eating-from
287,1.12,καθότι ,քանզի  ,რამეთუ,რამეთუ,CONJ,Since
288,,,,,,,
289,1.12,ἐμεμνήμην ,յիշէի +ես [me],მეჴსენა ,ჴსენ,V.Aor.O1.S3.Sg,remember
290,,,,მე,მე,PRON.Dat.Sg,I
291,1.12,τοῦ θεοῦ , զԱստուած ,ღმერთი,ღმერთ,N.Nom.Sg,God
292,1.12,ἐν ὅλῃ ,յամենայն  ,ყოვლითა ,ყოველ,PRON.Inst.Sg,all
293,1.12,τῇ ψυχῇ ,անձնէ  [soul],გულითა,გულ,N.Inst.Sg,heart
294,,,,,,,
295,,,,,,,
296,1.13,καὶ ,Եւ  ,და ,და,CONJ,and
297,1.13,ἔδωκεν ,ե՛տ  ,მომცა,ც,V.Aor.O1.S3.Sg,give
298,1.13,μοι,ինձ ,მე ,მე,PRON.Dat.Sg,I
299,1.13,ὁ ὕψιστος ,Բարձրեալն  [exalted],ღმერთმან ,ღმერთ,N.Erg.Sg,God
300,1.13,χάριν ,շնորհս`  ,მადლი ,მადლ,N.Nom.Sg,grace
301,1.13,καὶ ,եւ ,და,და,CONJ,and
302,1.13,μορφὴν ,գեղեցկութիւն  ,ხატი ,ხატ,N.Nom.Sg,icon
303,,,,,,,
304,1.13,ἐνώπιον ,առաջի  ,წინაშე ,წინაშე,ADV,before
305,1.13,Ἐνεμεσσάρου,Նեմեսարայ  [Nemesar-ay],ენემესერ [enemeser],ენემესერ,PN.Gen.Sg,Enemessar
306,,,,მეფისა,მეფე,N.Gen.Sg,king
307,1.13,καὶ ,եւ  ,და ,და,CONJ,and
308,1.13,ἤμην ,էի,ვიყავ ,ყავ,V.Aor.S1.Sg,was
309,1.13,αὐτοῦ ,նորա  ,მისსა ,მის,PRON.Gen.Sg,him
310,1.13,ἀγοραστής,վաճառական,ვაჭარ,ვაჭარ,N.Abs.Sg,merchant
311,1.14,καὶ ,×,და ,და,CONJ,and
312,1.14,ἐπορευόμην ,երթայի +ես [I],მივიდოდე ,ვიდ,V.Aor.S1.Sg,go
313,1.14,εἰς τὴν Μηδίαν ,՛ի Մարս  [Mar-s],ხუჟიკეთად [xužik'e-ta-d],ხუჟიკეთ,PN.Adv.Sg,Media
314,1.14,παρεθέμην ,եդի +ես ՛իպահեստի [I in storage],დავვედრე ,ვედრ,V.Aor.S1.O3.Sg,entrust
315,1.14,Γαβαήλῳ , առ Գաբայէղայ  [Gabayēł-ay],გაბაელს [gabael-s],გაბაელ,PN.Dat.Sg,Gabael
316,1.14,τῷ ἀδελφῷ ,եղբօրն ,ძმასა ,ძმა,N.Dat.Sg,brother
317,1.14,Γαβρία,Գուրիայ  [Guri-ay],გაბრიაჲსსა [gabria-jssa],გაბრია,PN.Gen.Sg,Gabria
318,1.14,ἐν Ῥάγοις,՛ի Հռագա  [Hṙaga],ჰრაგუელს [hraguel-s] ,ჰრაგუელ,PN.Dat.Sg,Hraguel
319,,,,შინა,შინა,PRT,in
320,1.14,τῆς Μηδίας,Մարաց`  [Mar-ac],ხუჟიკეთისასა [xužik'-etisasa],ხუჟიკეთ,PN.Gen.Sg,Media
