,Unnamed: 0,Grc,Arm,O,Lemma,Gram,Eng
24,1.2,τοῦ βασιλέως ,թագաւորին ,მეფისა,მეფე,N.Gen.Sg,king
25,1.2,Ἀσσυρίων,Ասորեստանեայց [Asorest'an-eayc],ასურასტანისათა [asur-ast'anisa] ,ასურასტან,PN.Gen.Pl,Assyria
26,1.2,ἐκ Θισβης ,՛ի Թեզբուէ [Tezbuē],თეზბეთ [tezbe-t],თეზბე,PN.Adv.Sg,Thisbe
27,1.2,ἥ ,որ ,რომელ,რომელ,PRON.Abs.Sg,which
28,1.2,ἐστιν ,է ,არს,არ-ს,be.Pres.S3.Sg,is
29,1.2,ἐκ δεξιῶν,ընդ աջմէ ,მარჯუენ-ით,მარჯუენ,N.Inst,right
30,1.2,Κυδιὼς,կողմանցն [side],კედეოზსა ,კედეოზ,PN.Dat.Sg,Kydios
31,,,,[k'edeoz-sa],,,
32,,,,რომელ,რომელ,PRON.Abs.Sg,which 
33,,,,არს,არ-ს,be.Pres.S3.Sg,is
34,1.2,τῆς Νεφθαλεὶμ,Նեփթաղիմայ ,ნეფთალემისი ,ნეფთალემ,PN.Gen.Sg,Nephtalem
35,,,,[neptalem-isi] ,,,
36,,,[Neptałim-ay],,,,
37,1.2,ἐν τῇ Γαλιλαίᾳ ,՛ի Գալիլեայ [Galilea-y],გალილეას [galilea-s],გალილეა,PN.Dat.Sg,Galilea
38,1.2, ὑπερ-άνω ,՛ի վերայ ,ზემო-კერძო ,ზემო-კერძო,ADV,higher up
39,1.2,Ἀσήρ,Ասէի [Asē-i] ,ასერსა [aser-sa],ასერ,PN.Dat.Sg,Asser
40,1.3,Ἐγὼ,Ե՛ս ,მე ,მე,PRON.Nom.Sg,I
41,1.3,Τωβὶτ,Տուբիթ [T'ubit],ტობი [t'obi],ტობი,PN.Nom.Sg,Tobit
42,1.3,ὁδοῖς ,զճանապարհս ,გზათა ,გზა,N.Dat.Pl,road
43,1.3,ἀληθείας ,ճշմարտութեան ,ჭეშმარიტებისათა ,ჭეშმარიტ,N.Dat.Pl,justice
44,1.3,ἐπορευόμην ,գնացի ,ვიდოდე ,ვიდ,V.Aor.S1.Sg,go
45,1.3,καὶ ,եւ ,და ,და,CONJ,and
46,1.3,δικαιοσύνης,յարդարութեան ,სიმართლისათა ,სიმართლე,N.Dat.Pl,truth
47,1.3,πάσας,զամենայն ,ყოველთა ,ყოველ,PRON.Dat.Pl,each
48,1.3,τὰς ἡμέρας,յաւուրս ,დღეთა ,დღე,N.Dat.Pl,day
49,1.3,τῆς ζωῆς,կենաց ,ცხორებისა ,ცხორება,N.Gen.Sg,life
50,1.3,μου ,իմոց ,ჩემისათა ,ჩემ,PRON.Gen.Pl,my
51,1.3,καὶ ,եւ ,და ,და,CONJ,and
52,1.3,ἐλεημοσύνας ,ողորմութիւնս ,მოწყალებანი ,მოწყალება,N.Nom.Pl,mercy
53,,,,+და,და,CONJ,and
54,,,,ქველისსაქმენი ,ქველისსაქმე,N.Nom.Pl,charity work
55,1.3,πολλὰς ,բազումս ,მრავალნი ,მრავალ,PRON.Nom.Pl,many
56,1.3,ἐποίησα ,արարի +ես [I],ვყვენ,ყავ,V.AOR.S1.Sg,make
57,1.3,τοῖς ἀδελφοῖς ,եղբարց ,ძმათა ,ძმა,N.Gen.Pl,brother
58,,,,მიმართ,მიმართ,PREP,towards
59,1.3,μου ,իմոց` ,ჩემთა ,ჩემ,PRON.Gen.Pl,my
60,1.3,καὶ ,եւ ,და ,და,CONJ,and
61,1.3,τῷ ἔθνει ,ազգին ,ნათესავთა ,ნათესავ,N.Gen.Pl,relative
62,1.3,μου,իմում ,ჩემთა,ჩემ,PRON.Gen.Pl,my
63,,τοῖς,որ ,რომელნი,რომელ,PRON.Nom.Pl,which
64,1.3,συμ-πορευθεῖσιν ,ընդ ,თანა-მი-ვიდოდეს,თავა-ვიდ,PV-V.AOR.1S.Sg,go with
65,1.3,μετ᾽ ἐμοῦ ,իսն ,მე  ,მე,PRON.Dat.Sg,I
66,,,,+მი-რაჲ-ვიდოდეთ,ვიდ,PV-CONJ-V.AOR.S1.Pl,when-go
67,,,,,,,
68,,,,ჩუენ,ჩუენ,PRON.Nom.Pl,we
69,1.3,εἰς χώραν ,էինյերկրին ,სოფლად ,სოფელ,N.Adv.Sg,village
70,1.3,Ἀσσυρίων ,Ասորեստանեայց ,ასურასტანელთა [asur-ast'anelta] ,ასურასტან,PN.Gen.Pl,Assyria
71,,,,,,,
72,,,,,,,
73,1.3,εἰς Νινευή,՛ի Նինուէ ,ნინევედ [nineve-d],ნინევე,PN.ADV.Sg,Ninive
74,1.4,καὶ ,Եւ  ,და ,და,CONJ,and
75,1.4,ὅτε ,յորժամ  ,ოდეს,ოდეს,CONJ,when
76,1.4,ἤμην ,էի +ես  [I],ვიყავ ,ყავ,V.AOR.1S.Sg,be
77,1.4,ἐν τῇ χώρᾳ ,՛ի գաւառին  ,სოფელსა,სოფელ,N.Dat.Sg,village
78,1.4,μου ,իմում ,ჩემსა ,ჩემ,PRON.Dat.Sg,my
79,1.4,ἐν τῇ γῇ ,յերկիրն  ,ქუეყანასა ,ქუეყანა,N.Dat.Sg,country
80,1.4,Ἰσραήλ,Իսրայէլի [Israyēl-i],ისრაელისასა [israel-isasa],ისრაელ,PN.Gen.,Israel
81,1.4,νεωτέρου ,"մանուկն + էի, [(I) was]",სიჭაბუკესა,სიჭაბუკე,N.Dat.Sg,youth
82,1.4,μου,×,ჩემსა,ჩემ,PRON.Dat.Sg,my
83,1.4,πᾶσα,ամենայն  ,ყოველი ,ყოველ,PRON.Nom.Sg,each
84,1.4,φυλὴ ,ազգն  ,ტომი ,ტომ,N.Nom.Sg,tribe
85,1.4,τοῦ Νεφθαλεὶμ,Նեփթաղիմայ  ,ნეფთალემისი [neptalem-isi],ნეფთალემ,PN.Gen.Sg,Nephtalem
86,,,,,,,
87,,,[Neptałim-ay],,,,
88,1.4,τοῦ πατρός ,հօրն  ,მამისა ,მამა,N.Gen.Sg,father
89,1.4,μου ,իմոյ ,ჩემისაჲ ,ჩემ,PRON.Gen.Sg,my
90,1.4,ἀπ-έστη ,մերժեցա՛ն  +՛ի բա՛ց եղեն [they went],გან-დგა ,გან-დეგ,PV-V.AOR.S3.Sg,deny
91,1.4,ἀπὸ τοῦ οἴκου , ՛ի տաճարէն ,სახლისა-გან ,სახლ,N.Gen.Sg-of,house
92,1.4,Δαυὶδ,×,დავითისა [davit-isa],დავით,PN-Gen.Sg,David
93,1.4,ἀπὸ Ἰερουσαλὴμ,Երուսաղեմէ,იერუსალემით [ierusalem-it],იერუსალემ,PN-Instr,Jerusalem
94,,,,,,,
95,,,[Erusałem-ē]   ,,,,
96,,,,რომელი ,რომელ,PRON.Nom.Sg,whic
97,,,,,,,
98,1.4,τῆς ἐκ-λεγείσης ,զոր ,გამო-რჩეულ ,გამორჩეულ,N.Abs.Sg,chosen
99,,,,,,,
100,,,ընտրեալն էր [which was chosen],,,,
101,,,,იყო,ყოფა,V.Aor.S3.Sg,was
102,1.4,ἀπὸ πασῶν ,յամենայն,ყოვლისა-გან ,ყოველ,PRON.Gen.Sg-of,each
103,1.4,τῶν φυλῶν ,ազգացն ,ტომისა ,ტომ,N.Gen.Sg,tribe
104,1.4,Ἰσραὴλ,Իսրայէլի ,ისრაელისა [israel-isa],ისრაელ,PN.Gen.Sg,Israel
105,,,,,,,
106,,,[Israyēl-i],,,,
107,1.4,εἰς τὸ θυσιάζειν ,զոհե՛լ ,მსხუერპლისშეწირვად ,მსხუერპლისშეწირვა,N.Adv.Sg,sacrifice
108,1.4,πάσας ,յամենայն ,ყოვლისა ,ყოველ,PRON.Gen.Sg,each
109,1.4,τὰς φυλάς ,տոհմս ,ტომისა,ტომ,N.Gen.Sg,tribe
110,1.4,καὶ ,եւ  ,და ,და,CONJ,and
111,1.4,ἡγιάσθη ,սրբեցաւ  ,გან-წმიდა ,გან-წმედ,PV-V.S3.Sg,cleanse
112,1.4,ὁ ναὸς ,տաճարն  ,ტაძარი იგი ,ტაძარ,N.Nom.Sg,temple
113,1.4,τῆς κατασκηνώσεως ,բնակութեան ,სამკჳდრებელისა,სამკჳდრებელ,N.Gen.Sg,inheritance
114,1.4,τοῦ ὑψίστου ,Բարձրելոյն ,მაღლისაჲ ,მაღალ,N.Gen.Sg,exalted
115,1.4,καὶ ,եւ  ,და,და,CONJ,and
116,1.4,ᾠκοδομήθη ,շինեցաւ  ,აღ-აშენა,აღ-შენ,PV-V.AOR.S3.Sg,build
117,1.4,εἰς πάσας ,յամենայն  ,ყოველთა ,ყოველ,PRON.Gen.Pl,each
118,,,,მიმართ,მიმართ,PREP,towards
119,1.4,τὰς γενεὰς ,աւուրս,ნათესავთა-თჳს,ნათესავ-თჳს,N.Gen.PL-for,relative
120,1.4,τοῦ αἰῶνος,յաւիտենից,საუკუნეთაჲსა,საუკუნე,N.Pl.Gen,century
121,1.5,καὶ ,Եւ  ,რამეთუ ,რამეთუ,CONJ,since
122,1.5,πᾶσαι ,ամենայն  ,ყოველნი ,ყოველ,PRON.Nom.Pl,each
123,1.5,αἱ φυλαὶ ,ազգքն  ,ტომნი,ტომ,N.Nom.Pl,tribe
124,1.5,αἱ ,որք ,რომელნი ,რომელ,PRON.Nom.PL,which
125,1.5,συν-απο-στᾶσαι,ապստամբք էին`  ,თანა-გან-დგეს,თანა-გან-დეგ,PV-PV-V.AOR.S3.Pl,with-rebel
126,1.5,καὶ  ,եւ  ,და,და,CONJ,and
127,1.5,ὁ οἶκος ,տունն  ,სახლი ,სახლ,N.Nom.Sg,house
128,1.5,Νεφθαλεὶμ,Նեփթաղիմայ  [Neptałim-ay],ნეფთალემისი [neptalem-isi] ,ნეფთალემ,PN.Gen.Sg,Nephtalem
129,1.5,τοῦ πατρός ,հօրնիմոյ,მამისა ,მამა,N.Gen.Sg,father
130,1.5,μου,×,ჩემისაჲ,ჩემ,PRON.Gen.Nom,my
131,1.5,ἐθυσίαζον,×,უზორვიდეს,ზორვ,V.Aor.S3.Sg,sacrifice
132,1.5, ἐν Δάν,×,დანს [dan-s] ,დან,PN.Dat.Sg,Dan
133,1.5,,,შინა,შინა,ADV,in
134,1.5,τῷ μόσχῳ,×,ჴბოსა მას ,ჴბო,N.Dat.Sg,calf
135,,,,+ოქროჲსასა,ოქრო,N.Gen.Sg,gold
136,1.5,ὃν,×,რომელი,რომელ,PRON.Nom.Sg,which
137,1.5,ἐποίησεν,×,ქმნა ,ქმენ,V.S3.Sg,make
138,1.5,Ἰεροβεὰμ,×,იორობოამ [ioroboam],იორობოამ,PN.Erg.Sg,Ioroboam
139,1.5,ὁ βασιλεὺς,×,მეფემან,მეფე,N.Erg.Sg,king
140,1.5,Ἰσραὴλ,×,ისრაელისამან [israel-isaman],ისრაელ,PN.Gen.Erg.Sg,Israel
141,1.5,,,და,და,CONJ,and
142,1.5,,,მაღალთა,მაღალთა,N.Gen.Pl,high
143,1.5,ἐπὶ,,ზედა,ზედა,ADV,over
144,1.5,πάντων,×,ყოველთა ,ყოველ,PRON.Dat.Pl,each
145,,,,,,,
146,1.5, ὀρέων,×,მთათა,მთა,N.Dat.Pl,mountain
147,1.5,τῆς Γαλιλαίας,×,გალილიაჲსათა [galilia-jsata],გალილია,PN.Gen.Dat.Pl,Galilea
148,1.6,καὶ ἐγὼ,Եւ ես ,და ,და,CONJ,and
149,,,,მე,მე,PRON.Nom.Sg,I
150,,,,ხოლო,ხოლო,CONJ,and (contrasting)
151,1.6,μόνος ,միայն ,მარტოჲ ,მარტო,ADJ.Nom.Sg,only
152,1.6,ἐπορευόμην ,երթայի ,მივიდი ,ვიდ,V.Aor.S1.Sg,go
153,1.6,πλεονάκις,բազումանգամ ,მრავალგზის ,მრავალგზის,ADV,many times
154,1.6,εἰς Ἱεροσόλυμα,յԵրուսաղէմ [y-Erusałēm],იერუსალემად [ierusalem-ad] ,იერუსალემ,PN.Adv,Jerusalem
155,1.6,ἐν ταῖς ἑορταῖς ,"՛ի տօնստարեկանաց, ",დღესასწაულთა,დღესასწაულ,N.Dat.Pl,feast
156,1.6,καθὼς ,որպէս + եւ [and],ვითარცა ,ვითარცა,CONJ,as
157,,,,წერილ,წერილ,N.Abs.Sg,written
158,1.6,γέγραπται ,գրեալ ,არს ,არს,V.Pres.S3.Sg,is
159,1.6,ἐν παντὶ,էամենայն ,ყოვლისა-თჳს ,ყოველ-თჳს,PRON.Gen-PP,all
160,1.6,τῷ Ἰσραὴλ,Իսրայէլի [Israyēl-i],ისრაელისა [israel-isa],ისრაელ,PN.Gen.Sg,Israel
161,1.6,ἐν προστάγματι ,հրամանա՛ւ,ბრძანებითა ,ბრძანება,N.Inst.Sg,order
162,1.6,αἰωνίῳ ,յաւիտենից ,საუკუნეთა,საუკუნე,N.Gen.Pl,century
163,1.6,τὰ πρωτογενήματα,×,პირველთა-ნაყოფთასა,პირველნაყოფ,N.Gen.Pl,first fruit
164,1.6,καὶ, եւ,და ,და,CONJ,and
165,1.6,τὰς δεκάτας ,զտասանորդս,ათეულთა ,ათეულ,N.Dat.Pl,tenth
166,1.6,τῶν γενημάτων ,"զարդեանց, ",ნაყოფისათა,ნაყოფ,N.Gen.Pl,fruit
167,1.6,καὶ ,եւ ,და ,და,CONJ,and
168,1.6,τὰς πρωτοκουρίας ,×,პირველ-ნარისუავი ,პირველნარისუავ,N.Nom.Sg,first cut
169,1.6,τῶν προβάτων,զպատարագսն,ცხოვართაჲ ,ცხოვარ,N.Gen.Pl,sheep
170,1.6,ἔχων, զորունէին.,მივიღი,ღ,V.Aor.S1.Sg,get
171,1.7,καὶ ,եւ ,და ,და,CONJ,and
172,,,,,,,
173,1.7,ἐδίδουν,տայի ,მივსცი ,ც,V.Aor.S1.Sg,give
174,1.7,αὐτὰς ,զայն ,იგი,იგი,PRON.Nom.Sg,it
175,1.7,τοῖς ἱερεῦσιν ,քահանայիցն,მღდელთა ,მღდელ,N.Dat.Pl,priest
176,1.7,τοῖς υἱοῖς ,որդւոցն ,ძეთა,ძე,N.Dat.Pl,son
177,1.7,Ἀαρὼν,Ահարոնի  [Aharon-i],ჰარონისთა [haron-ista],ჰარონ,PN.Gen.Pl,Haron
178,1.7,πρὸς τὸ θυσιαστήριον ,առաջի սեղանոյն,საკურთხეველსა ,საკურთხეველ,N.Dat.Sg,alter
179,,,,,,,
180,,,,,,,
181,1.7,καὶ,×,და ,და,CONJ,and
182,1.7,πάντων ,յամենայն ,ყოველთა ,ყოველ,PRON.Dat.Pl,each
183,1.7,τῶν γενημάτων,արդեանցն + Եւ [and],ნაყოფთა ,ნაყოფ,N.Dat.Pl,fruit
184,1.7,τὴν δεκάτην,զտասանորդսն ,ათეულსა ,ათეულ,N.Dat.Sg,tithe
185,1.7,ἐδίδουν,տայի ,მი-ვსცემდ ,ც,PV-V.Aor.S1.Sg,give
186,1.7,τοῖς υἱοῖς,որդւոցն ,ძეთა ,ძე,N.Dat.Pl,son
187,1.7,Λευὶ,Ղեւեայ [Leve-ay],ლევისთა [levi-sta],ლევ,PN.Gen.Pl,Lev
188,,τοῖς ,որք,რომელნი,რომელ,PRON.Nom.Pl,which
189,,,,,,,
190,1.7,θεραπεύουσιν, պաշտօնեայքն էին ,ჰმსახურებდეს ,მსახურ,V.Aor.S3.Pl,serve
191,1.7,εἰς Ἰερουσαλήμ,յԵրուսաղեմի,იერუსალემს [ierusalem-s] ,იერუსალემ,PN.Dat.Sg,Jerusalem
192,,,,,,,
193,,,[y-Erusałem-i],,,,
194,1.7,καὶ,Եւ ,და ,და,CONJ,and
195,1.7,τὴν δευτέραν ,զերկրորդ ,მეორე ,მეორე,NUM.Nom.Sg,second
196,1.7,δεκάτην ,տասանորդսն,ათეული ,ათეულ,NUM.Nom.Sg,tithe
197,1.7,ἀπεπρατιζόμην , վաճառէի pr ժողովէի եւ [collect and],ვჰყიდი,ყიდ,V.Aor.S1.Sg,sell
198,1.7,καὶ ,եւ,და,და,CONJ,and
199,1.7,ἐπορευόμην , երթայի ,მივიდი,ვიდ,V.Aor.S1.Sg,go
200,1.7,ἐδαπάνων ,ծախէի ,შე-ვამსახური,მსახურ,PV-V.Aor.S1.Sg,serve
201,1.7,ἐν Ἱεροσολύμοις,յԵրուսաղէմ  [y-Erusałēm],იერუსალემს [ierusalem-s] ,იერუსალემ,PN.Dat.Sg,Jerusalem
202,1.7,καθ᾽ ἕκαστον ,ըստամենայն ,თითოეულსა ,თითოეულ,PRON.Dat.Sg,each
203,1.7,ἐνιαυτόν, տարեկանի,წელიწადსა,წელიწად,N.Dat.Sg,year
204,1.8,καὶ ,Եւ ,ხოლო ,ხოლო,CONJ,and
205,1.8,τὴν τρίτην ,զերրորդն ,მესამე ,მესამე,NUM.Nom.Sg,third
206,,,,ათეულსა ,ათეულ,NUM.Nom.Sg,tithe
207,1.8,ἐδίδουν,տայի՛ ,მი-ვსცი ,ც,PV-V.Aor.S1.Sg,give
208,1.8,οἷς,որոց ,ვითარცა-იგი,ვითარცა-იგი,CONJ,as
209,1.8,καθήκει,արժա՛ն էր  ,ჯერ-არს,ჯერ-არ-ს,V.Aor.S3.Sg,worthy-is
210,1.8,καθὼς,որպէս  ,ვითარცა-იგი =GI,ვითარცა-იგი,CONJ,as
211,1.8,ἐνετείλατο,պատուիրեաց  ,მამცნო ,ცნ,V.Aor.O1.S3.Sg,inform
212,,,,მე,მე,PRON.Dat.Sg,I
213,1.8,Δεββώρα,Դերուրա  [Debura],დებორა [debora] ,დებორა,PN.Erg.Sg,Deborah
214,1.8,ἡ μήτηρ ,մայր  ,2დედამან ,დედა,N.Erg.Sg,mother
215,1.8,τοῦ πατρός ,հօրն ,1მამის ,მამა,N.Gen.Sg,father
216,1.8,μου,իմոյ ,ჩემმან ,ჩემ,PRON.Erg.Sg,my
217,1.8,διότι ,զի  ,რამეთუ ,რამეთუ,CONJ,since
218,1.8,ὀρφανὸς,ո՛րբ  ,ობოლი ,ობოლ,N.Nom.Sg,orphan
219,1.8,κατελείφθην,մնացեալ էի + ես [I]  ,და-ვშთი ,შთ,PV-V.Aor.S1.Sg,leave
220,1.8,ὑπὸ τοῦ πατρός ,՛ի հօրէն,მამისა-გან ,მამა,N.Gen.Sg-of,father
221,1.8,μου,իմմէ,ჩემისა ,ჩემ,PRON.Gen.Sg,my
222,1.9,καὶ ,Եւ  ,და ,და,CONJ,and
223,1.9,ὅτε ,յորժամ  ,ოდეს ,ოდეს,ADV,when
224,1.9,ἐγενόμην,եղէ՛  ,ვიქმენ ,ქმენ,V.Aor.S1.Sg,become
225,1.9,ἀνήρ ,այր`  ,მამაკაც,მამაკაც,N.Abs.Sg,man
226,1.9,ἔλαβον ,առի +ես ինձ  [I my],მო-ვიყვანე ,ყვან,PV-V.Aor.S1.O3.Sg,bring
227,1.9,Ανναν ,×,ანნა [anna],ანნა,PN.Nom.Sg,Anna
228,1.9,γυναῖκα ,կին  ,ცოლად ,ცოლ,N.Adv.Sg,wife
229,1.9,ἐκ τοῦ σπέρματος ,՛իզաւակէ  ,ნათესავისა-გან ,ნათესავ,N.Gen.Sg,relative-of
230,1.9,τῆς πατριᾶς ,հայրենի  ,მამისა ,მამა,N.Gen.Sg,father
231,1.9,ἡμῶν ,իմոյ,ჩემისა,ჩემ,PRON.Gen.Sg,my
232,1.9,καὶ ,եւ  ,და ,და,CONJ,and
233,1.9,ἐγέννησα ,ծնայ +ես  [I],მესუა ,სუ,V.Aor.O1.S3.Sg,be born
234,1.9,ἐξ αὐτῆς ,՛ի նմանէ,მის-გან ,მის,PRON.Gen.Sg,her-from
235,1.9,Τωβιαν,զՏուբի ,ტობია [t'obia],ტობია,PN.Nom.Sg,Tobia
236,,,[z-T'ubi],,,,
237,1.1,καὶ ,Եւ ,და ,და,CONJ,and
238,1.1,ὅτε ,յորժամ ,რაჟამს ,რაჟამს,ADV,when
239,1.1,ᾐχμαλωτίσθην ,գերի՛ վարեցայ ,წარ-ვიტყუენე,ტყუ,V.Aor.S1.Sg,captivate
240,1.1,εἰς Νινευή,՛ի Նինուէ [Ninuē],ნინევად [ninev-ad],ნინევ,PN.Adv.Sg,Ninev
241,1.1,πάντες ,ամենայն ,ყოველნი ,ყოველ,PRON.Nom.Sg,each
242,1.1,οἱ ἀδελφοί ,եղբարք ,ძმანი ,ძმა,N.Nom.Pl,brother
243,1.1,μου ,իմ ,ჩემნი ,ჩემ,PRON.Nom.Pl,my
244,1.1,καὶ ,եւ ,და ,და,CONJ,and
245,1.1,οἱ ἐκ τοῦ γένους ,ա՛զգ ,ნათესავისა ,ნათესავ,N.Gen.Sg,relative
246,1.1,μου,իմ ,ჩემისა-გან-ნი ,ჩემ,PRON.Gen-of-Nom.Pl,my
247,1.1,ἤσθιον ,ուտէին ,ჭამდეს ,ჭამ,V.Aor.S3.Pl,eat
248,1.1,ἐκ τῶν ἄρτων ,՛իհացէ +անտի [there],პურსა ,პურ,N.Dat.Sg,bread
249,1.1,τῶν ἐθνῶν,հեթանոսացն,წარმართთასა,წარმართ,N.Gen.Pl,pagan
250,1.11,ἐγὼ, 2ես  ,2მე,მე,PRON.Nom.Sg,I
251,,,,,,,
252,1.11,δὲ,1եւ,1ხოლო,ხოლო,CONJ,and
253,1.11,συνετήρησα,պահեցի՛  ,და-ვიცევ,ც,PV-V.Aor.S1.Sg,"keep, protect"
254,1.11,τὴν ψυχήν,զանձն  ,სული,სულ,N.Nom.Sg,soul
255,1.11,μου,իմ,ჩემი,ჩემ,PRON.Nom.Sg,my
256,1.11,φαγεῖν,կերայց,ჭამისა-გან ,ჭამ-გან,N.Gen.Sg-from,eating-from
257,1.12,καθότι ,քանզի  ,რამეთუ,რამეთუ,CONJ,Since
258,,,,,,,
259,1.12,ἐμεμνήμην ,յիշէի +ես [me],მეჴსენა ,ჴსენ,V.Aor.O1.S3.Sg,remember
260,,,,+მე,მე,PRON.Dat.Sg,I
261,1.12,τοῦ θεοῦ , զԱստուած ,ღმერთი,ღმერთ,N.Nom.Sg,God
262,1.12,ἐν ὅλῃ ,յամենայն  ,ყოვლითა ,ყოველ,PRON.Inst.Sg,all
263,1.12,τῇ ψυχῇ ,անձնէ  [soul],გულითა,გულ,N.Inst.Sg,heart
294,1.13,καὶ ,Եւ  ,და ,და,CONJ,and
295,1.13,ἔδωκεν ,ե՛տ  ,მომცა,ც,V.Aor.O1.S3.Sg,give
296,1.13,μοι,ինձ ,მე ,მე,PRON.Dat.Sg,I
297,1.13,ὁ ὕψιστος ,Բարձրեալն  [exalted],ღმერთმან ,ღმერთ,N.Erg.Sg,God
298,1.13,χάριν ,շնորհս`  ,მადლი ,მადლ,N.Nom.Sg,grace
299,1.13,καὶ ,եւ ,და,და,CONJ,and
300,1.13,μορφὴν ,գեղեցկութիւն  ,ხატი ,ხატ,N.Nom.Sg,icon
301,,,,,,,
302,1.13,ἐνώπιον ,առաջի  ,წინაშე ,წინაშე,ADV,before
303,1.13,Ἐνεμεσσάρου,Նեմեսարայ ,ენემესარ [enemesar],ენემესარ,PN.Gen.Sg,Enemessar
304,,,[Nemesar-ay],+მეფისა,მეფე,N.Gen.Sg,king
305,1.13,καὶ ,եւ  ,და ,და,CONJ,and
306,1.13,ἤμην ,էի,ვიყავ ,ყავ,V.Aor.S1.Sg,was
307,1.13,αὐτοῦ ,նորա  ,მისა ,მის,PRON.Gen.Sg,him
308,1.13,ἀγοραστής,վաճառական,ვაჭარ,ვაჭარ,N.Abs.Sg,merchant
309,1.14,καὶ ,×,და ,და,CONJ,and
310,1.14,ἐπορευόμην ,երթայի +ես [I],მივიდოდე ,ვიდ,V.Aor.S1.Sg,go
311,1.14,εἰς τὴν Μηδίαν ,՛ի Մարս  [Mar-s],ხუჟიკეთა [xužik'e-ta],ხუჟიკეთ,PN.Adv.Sg,Media
312,1.14,καὶ,Եւ  ,და ,და,CONJ,and
313,1.14,παρεθέμην ,եդի +ես ՛իպահեստի [I in storage],დავვედრე ,ვედრ,V.Aor.S1.O3.Sg,entrust
314,1.14,Γαβαήλῳ , առ Գաբայէղայ  [Gabayēł-ay],გაბაელს [gabael-s],გაბაელ,PN.Dat.Sg,Gabael
315,1.14,τῷ ἀδελφῷ ,եղբօրն ,ძმასა ,ძმა,N.Dat.Sg,brother
316,1.14,Γαβρία,Գուրիայ  [Guri-ay],გაბრიაჲსსა [gabria-jssa],გაბრია,PN.Gen.Sg,Gabria
317,1.14,ἐν Ῥάγοις,՛ի Հռագա  [Hṙaga],არაგუელს [araguel-s] ,არაგუელ,PN.Dat.Sg,Hraguel
318,,,,შინა,შინა,PRT,in
319,1.14,τῆς Μηδίας,Մարաց`  [Mar-ac],ხუჟიკეთისასა [xužik'-etisasa],ხუჟიკეთ,PN.Gen.Sg,Media
320,1.14,ἀργυρίου ,արծաթոյ ,ვეცხლისაჲ ,ვეცხლ,N.Gen.Sg,silver
321,1.14,δέκα,տասն,ათი ,ათ,NUM.Nom.Sg,ten
322,1.14,τάλαντα ,քանքարս  ,ტალანტი ,ტალანტ,N.Nom.Sg,talant
323,,,,,,,
324,,,,+რომელ,რომელ,PRON.Abs.Sg,which
325,,,,არს ,არ-ს,V.Pres.S3.Sg,is
326,,,,ათი ,ათ,NUM.Nom.Sg,ten
